id,year,month_of_year,day_of_month,day_of_week,week_day,week_of_year,month,quarter,day8,month6,day_i
1990-02-25,1990,2,25,0,Sunday,8,1990-02,1,19900225,199002,19900225
1990-02-26,1990,2,26,1,Monday,9,1990-02,1,19900226,199002,19900226
1990-02-27,1990,2,27,2,Tuesday,9,1990-02,1,19900227,199002,19900227
1990-02-28,1990,2,28,3,Wednesday,9,1990-02,1,19900228,199002,19900228
1990-03-01,1990,3,1,4,Thursday,9,1990-03,1,19900301,199003,19900301
1990-03-02,1990,3,2,5,Friday,9,1990-03,1,19900302,199003,19900302
1990-03-03,1990,3,3,6,Saturday,9,1990-03,1,19900303,199003,19900303
1990-03-04,1990,3,4,0,Sunday,9,1990-03,1,19900304,199003,19900304
1990-03-05,1990,3,5,1,Monday,10,1990-03,1,19900305,199003,19900305
1990-03-06,1990,3,6,2,Tuesday,10,1990-03,1,19900306,199003,19900306
1990-03-07,1990,3,7,3,Wednesday,10,1990-03,1,19900307,199003,19900307
1990-03-08,1990,3,8,4,Thursday,10,1990-03,1,19900308,199003,19900308
1990-03-09,1990,3,9,5,Friday,10,1990-03,1,19900309,199003,19900309
1990-03-10,1990,3,10,6,Saturday,10,1990-03,1,19900310,199003,19900310
1990-03-11,1990,3,11,0,Sunday,10,1990-03,1,19900311,199003,19900311
1990-03-12,1990,3,12,1,Monday,11,1990-03,1,19900312,199003,19900312
1990-03-13,1990,3,13,2,Tuesday,11,1990-03,1,19900313,199003,19900313
1990-03-14,1990,3,14,3,Wednesday,11,1990-03,1,19900314,199003,19900314
1990-03-15,1990,3,15,4,Thursday,11,1990-03,1,19900315,199003,19900315
1990-03-16,1990,3,16,5,Friday,11,1990-03,1,19900316,199003,19900316
1990-03-17,1990,3,17,6,Saturday,11,1990-03,1,19900317,199003,19900317
1990-03-18,1990,3,18,0,Sunday,11,1990-03,1,19900318,199003,19900318
1990-03-19,1990,3,19,1,Monday,12,1990-03,1,19900319,199003,19900319
1990-03-20,1990,3,20,2,Tuesday,12,1990-03,1,19900320,199003,19900320
1990-03-21,1990,3,21,3,Wednesday,12,1990-03,1,19900321,199003,19900321
1990-03-22,1990,3,22,4,Thursday,12,1990-03,1,19900322,199003,19900322
1990-03-23,1990,3,23,5,Friday,12,1990-03,1,19900323,199003,19900323
1990-03-24,1990,3,24,6,Saturday,12,1990-03,1,19900324,199003,19900324
1990-03-25,1990,3,25,0,Sunday,12,1990-03,1,19900325,199003,19900325
1990-03-26,1990,3,26,1,Monday,13,1990-03,1,19900326,199003,19900326
1990-03-27,1990,3,27,2,Tuesday,13,1990-03,1,19900327,199003,19900327
1990-03-28,1990,3,28,3,Wednesday,13,1990-03,1,19900328,199003,19900328
1990-03-29,1990,3,29,4,Thursday,13,1990-03,1,19900329,199003,19900329
1990-03-30,1990,3,30,5,Friday,13,1990-03,1,19900330,199003,19900330
1990-03-31,1990,3,31,6,Saturday,13,1990-03,1,19900331,199003,19900331
1990-04-01,1990,4,1,0,Sunday,13,1990-04,2,19900401,199004,19900401
1990-04-02,1990,4,2,1,Monday,14,1990-04,2,19900402,199004,19900402
1990-04-03,1990,4,3,2,Tuesday,14,1990-04,2,19900403,199004,19900403
1990-04-04,1990,4,4,3,Wednesday,14,1990-04,2,19900404,199004,19900404
1990-04-05,1990,4,5,4,Thursday,14,1990-04,2,19900405,199004,19900405
1990-04-06,1990,4,6,5,Friday,14,1990-04,2,19900406,199004,19900406
1990-04-07,1990,4,7,6,Saturday,14,1990-04,2,19900407,199004,19900407
1990-04-08,1990,4,8,0,Sunday,14,1990-04,2,19900408,199004,19900408
1990-04-09,1990,4,9,1,Monday,15,1990-04,2,19900409,199004,19900409
1990-04-10,1990,4,10,2,Tuesday,15,1990-04,2,19900410,199004,19900410
1990-04-11,1990,4,11,3,Wednesday,15,1990-04,2,19900411,199004,19900411
1990-04-12,1990,4,12,4,Thursday,15,1990-04,2,19900412,199004,19900412
1990-04-13,1990,4,13,5,Friday,15,1990-04,2,19900413,199004,19900413
1990-04-14,1990,4,14,6,Saturday,15,1990-04,2,19900414,199004,19900414
1990-04-15,1990,4,15,0,Sunday,15,1990-04,2,19900415,199004,19900415
1990-04-16,1990,4,16,1,Monday,16,1990-04,2,19900416,199004,19900416
1990-04-17,1990,4,17,2,Tuesday,16,1990-04,2,19900417,199004,19900417
1990-04-18,1990,4,18,3,Wednesday,16,1990-04,2,19900418,199004,19900418
1990-04-19,1990,4,19,4,Thursday,16,1990-04,2,19900419,199004,19900419
1990-04-20,1990,4,20,5,Friday,16,1990-04,2,19900420,199004,19900420
1990-04-21,1990,4,21,6,Saturday,16,1990-04,2,19900421,199004,19900421
1990-04-22,1990,4,22,0,Sunday,16,1990-04,2,19900422,199004,19900422
1990-04-23,1990,4,23,1,Monday,17,1990-04,2,19900423,199004,19900423
1990-04-24,1990,4,24,2,Tuesday,17,1990-04,2,19900424,199004,19900424
1990-04-25,1990,4,25,3,Wednesday,17,1990-04,2,19900425,199004,19900425
1990-04-26,1990,4,26,4,Thursday,17,1990-04,2,19900426,199004,19900426
1990-04-27,1990,4,27,5,Friday,17,1990-04,2,19900427,199004,19900427
1990-04-28,1990,4,28,6,Saturday,17,1990-04,2,19900428,199004,19900428
1990-04-29,1990,4,29,0,Sunday,17,1990-04,2,19900429,199004,19900429
1990-04-30,1990,4,30,1,Monday,18,1990-04,2,19900430,199004,19900430
1990-05-01,1990,5,1,2,Tuesday,18,1990-05,2,19900501,199005,19900501
1990-05-02,1990,5,2,3,Wednesday,18,1990-05,2,19900502,199005,19900502
1990-05-03,1990,5,3,4,Thursday,18,1990-05,2,19900503,199005,19900503
1990-05-04,1990,5,4,5,Friday,18,1990-05,2,19900504,199005,19900504
1990-05-05,1990,5,5,6,Saturday,18,1990-05,2,19900505,199005,19900505
1990-05-06,1990,5,6,0,Sunday,18,1990-05,2,19900506,199005,19900506
1990-05-07,1990,5,7,1,Monday,19,1990-05,2,19900507,199005,19900507
1990-05-08,1990,5,8,2,Tuesday,19,1990-05,2,19900508,199005,19900508
1990-05-09,1990,5,9,3,Wednesday,19,1990-05,2,19900509,199005,19900509
1990-05-10,1990,5,10,4,Thursday,19,1990-05,2,19900510,199005,19900510
1990-05-11,1990,5,11,5,Friday,19,1990-05,2,19900511,199005,19900511
1990-05-12,1990,5,12,6,Saturday,19,1990-05,2,19900512,199005,19900512
1990-05-13,1990,5,13,0,Sunday,19,1990-05,2,19900513,199005,19900513
1990-05-14,1990,5,14,1,Monday,20,1990-05,2,19900514,199005,19900514
1990-05-15,1990,5,15,2,Tuesday,20,1990-05,2,19900515,199005,19900515
1990-05-16,1990,5,16,3,Wednesday,20,1990-05,2,19900516,199005,19900516
1990-05-17,1990,5,17,4,Thursday,20,1990-05,2,19900517,199005,19900517
1990-05-18,1990,5,18,5,Friday,20,1990-05,2,19900518,199005,19900518
1990-05-19,1990,5,19,6,Saturday,20,1990-05,2,19900519,199005,19900519
1990-05-20,1990,5,20,0,Sunday,20,1990-05,2,19900520,199005,19900520
1990-05-21,1990,5,21,1,Monday,21,1990-05,2,19900521,199005,19900521
1990-05-22,1990,5,22,2,Tuesday,21,1990-05,2,19900522,199005,19900522
1990-05-23,1990,5,23,3,Wednesday,21,1990-05,2,19900523,199005,19900523
1990-05-24,1990,5,24,4,Thursday,21,1990-05,2,19900524,199005,19900524
1990-05-25,1990,5,25,5,Friday,21,1990-05,2,19900525,199005,19900525
1990-05-26,1990,5,26,6,Saturday,21,1990-05,2,19900526,199005,19900526
1990-05-27,1990,5,27,0,Sunday,21,1990-05,2,19900527,199005,19900527
1990-05-28,1990,5,28,1,Monday,22,1990-05,2,19900528,199005,19900528
1990-05-29,1990,5,29,2,Tuesday,22,1990-05,2,19900529,199005,19900529
1990-05-30,1990,5,30,3,Wednesday,22,1990-05,2,19900530,199005,19900530
1990-05-31,1990,5,31,4,Thursday,22,1990-05,2,19900531,199005,19900531
1990-06-01,1990,6,1,5,Friday,22,1990-06,2,19900601,199006,19900601
1990-06-02,1990,6,2,6,Saturday,22,1990-06,2,19900602,199006,19900602
1990-06-03,1990,6,3,0,Sunday,22,1990-06,2,19900603,199006,19900603
1990-06-04,1990,6,4,1,Monday,23,1990-06,2,19900604,199006,19900604
1990-06-05,1990,6,5,2,Tuesday,23,1990-06,2,19900605,199006,19900605
1990-06-06,1990,6,6,3,Wednesday,23,1990-06,2,19900606,199006,19900606
1990-06-07,1990,6,7,4,Thursday,23,1990-06,2,19900607,199006,19900607
1990-06-08,1990,6,8,5,Friday,23,1990-06,2,19900608,199006,19900608
1990-06-09,1990,6,9,6,Saturday,23,1990-06,2,19900609,199006,19900609
1990-06-10,1990,6,10,0,Sunday,23,1990-06,2,19900610,199006,19900610
1990-06-11,1990,6,11,1,Monday,24,1990-06,2,19900611,199006,19900611
1990-06-12,1990,6,12,2,Tuesday,24,1990-06,2,19900612,199006,19900612
1990-06-13,1990,6,13,3,Wednesday,24,1990-06,2,19900613,199006,19900613
1990-06-14,1990,6,14,4,Thursday,24,1990-06,2,19900614,199006,19900614
1990-06-15,1990,6,15,5,Friday,24,1990-06,2,19900615,199006,19900615
1990-06-16,1990,6,16,6,Saturday,24,1990-06,2,19900616,199006,19900616
1990-06-17,1990,6,17,0,Sunday,24,1990-06,2,19900617,199006,19900617
1990-06-18,1990,6,18,1,Monday,25,1990-06,2,19900618,199006,19900618
1990-06-19,1990,6,19,2,Tuesday,25,1990-06,2,19900619,199006,19900619
1990-06-20,1990,6,20,3,Wednesday,25,1990-06,2,19900620,199006,19900620
1990-06-21,1990,6,21,4,Thursday,25,1990-06,2,19900621,199006,19900621
1990-06-22,1990,6,22,5,Friday,25,1990-06,2,19900622,199006,19900622
1990-06-23,1990,6,23,6,Saturday,25,1990-06,2,19900623,199006,19900623
1990-06-24,1990,6,24,0,Sunday,25,1990-06,2,19900624,199006,19900624
1990-06-25,1990,6,25,1,Monday,26,1990-06,2,19900625,199006,19900625
1990-06-26,1990,6,26,2,Tuesday,26,1990-06,2,19900626,199006,19900626
1990-06-27,1990,6,27,3,Wednesday,26,1990-06,2,19900627,199006,19900627
1990-06-28,1990,6,28,4,Thursday,26,1990-06,2,19900628,199006,19900628
1990-06-29,1990,6,29,5,Friday,26,1990-06,2,19900629,199006,19900629
1990-06-30,1990,6,30,6,Saturday,26,1990-06,2,19900630,199006,19900630
1990-07-01,1990,7,1,0,Sunday,26,1990-07,3,19900701,199007,19900701
1990-07-02,1990,7,2,1,Monday,27,1990-07,3,19900702,199007,19900702
1990-07-03,1990,7,3,2,Tuesday,27,1990-07,3,19900703,199007,19900703
1990-07-04,1990,7,4,3,Wednesday,27,1990-07,3,19900704,199007,19900704
1990-07-05,1990,7,5,4,Thursday,27,1990-07,3,19900705,199007,19900705
1990-07-06,1990,7,6,5,Friday,27,1990-07,3,19900706,199007,19900706
1990-07-07,1990,7,7,6,Saturday,27,1990-07,3,19900707,199007,19900707
1990-07-08,1990,7,8,0,Sunday,27,1990-07,3,19900708,199007,19900708
1990-07-09,1990,7,9,1,Monday,28,1990-07,3,19900709,199007,19900709
1990-07-10,1990,7,10,2,Tuesday,28,1990-07,3,19900710,199007,19900710
1990-07-11,1990,7,11,3,Wednesday,28,1990-07,3,19900711,199007,19900711
1990-07-12,1990,7,12,4,Thursday,28,1990-07,3,19900712,199007,19900712
1990-07-13,1990,7,13,5,Friday,28,1990-07,3,19900713,199007,19900713
1990-07-14,1990,7,14,6,Saturday,28,1990-07,3,19900714,199007,19900714
1990-07-15,1990,7,15,0,Sunday,28,1990-07,3,19900715,199007,19900715
1990-07-16,1990,7,16,1,Monday,29,1990-07,3,19900716,199007,19900716
1990-07-17,1990,7,17,2,Tuesday,29,1990-07,3,19900717,199007,19900717
1990-07-18,1990,7,18,3,Wednesday,29,1990-07,3,19900718,199007,19900718
1990-07-19,1990,7,19,4,Thursday,29,1990-07,3,19900719,199007,19900719
1990-07-20,1990,7,20,5,Friday,29,1990-07,3,19900720,199007,19900720
1990-07-21,1990,7,21,6,Saturday,29,1990-07,3,19900721,199007,19900721
1990-07-22,1990,7,22,0,Sunday,29,1990-07,3,19900722,199007,19900722
1990-07-23,1990,7,23,1,Monday,30,1990-07,3,19900723,199007,19900723
1990-07-24,1990,7,24,2,Tuesday,30,1990-07,3,19900724,199007,19900724
1990-07-25,1990,7,25,3,Wednesday,30,1990-07,3,19900725,199007,19900725
1990-07-26,1990,7,26,4,Thursday,30,1990-07,3,19900726,199007,19900726
1990-07-27,1990,7,27,5,Friday,30,1990-07,3,19900727,199007,19900727
1990-07-28,1990,7,28,6,Saturday,30,1990-07,3,19900728,199007,19900728
1990-07-29,1990,7,29,0,Sunday,30,1990-07,3,19900729,199007,19900729
1990-07-30,1990,7,30,1,Monday,31,1990-07,3,19900730,199007,19900730
1990-07-31,1990,7,31,2,Tuesday,31,1990-07,3,19900731,199007,19900731
1990-08-01,1990,8,1,3,Wednesday,31,1990-08,3,19900801,199008,19900801
1990-08-02,1990,8,2,4,Thursday,31,1990-08,3,19900802,199008,19900802
1990-08-03,1990,8,3,5,Friday,31,1990-08,3,19900803,199008,19900803
1990-08-04,1990,8,4,6,Saturday,31,1990-08,3,19900804,199008,19900804
1990-08-05,1990,8,5,0,Sunday,31,1990-08,3,19900805,199008,19900805
1990-08-06,1990,8,6,1,Monday,32,1990-08,3,19900806,199008,19900806
1990-08-07,1990,8,7,2,Tuesday,32,1990-08,3,19900807,199008,19900807
1990-08-08,1990,8,8,3,Wednesday,32,1990-08,3,19900808,199008,19900808
1990-08-09,1990,8,9,4,Thursday,32,1990-08,3,19900809,199008,19900809
1990-08-10,1990,8,10,5,Friday,32,1990-08,3,19900810,199008,19900810
1990-08-11,1990,8,11,6,Saturday,32,1990-08,3,19900811,199008,19900811
1990-08-12,1990,8,12,0,Sunday,32,1990-08,3,19900812,199008,19900812
1990-08-13,1990,8,13,1,Monday,33,1990-08,3,19900813,199008,19900813
1990-08-14,1990,8,14,2,Tuesday,33,1990-08,3,19900814,199008,19900814
1990-08-15,1990,8,15,3,Wednesday,33,1990-08,3,19900815,199008,19900815
1990-08-16,1990,8,16,4,Thursday,33,1990-08,3,19900816,199008,19900816
1990-08-17,1990,8,17,5,Friday,33,1990-08,3,19900817,199008,19900817
1990-08-18,1990,8,18,6,Saturday,33,1990-08,3,19900818,199008,19900818
1990-08-19,1990,8,19,0,Sunday,33,1990-08,3,19900819,199008,19900819
1990-08-20,1990,8,20,1,Monday,34,1990-08,3,19900820,199008,19900820
1990-08-21,1990,8,21,2,Tuesday,34,1990-08,3,19900821,199008,19900821
1990-08-22,1990,8,22,3,Wednesday,34,1990-08,3,19900822,199008,19900822
1990-08-23,1990,8,23,4,Thursday,34,1990-08,3,19900823,199008,19900823
1990-08-24,1990,8,24,5,Friday,34,1990-08,3,19900824,199008,19900824
1990-08-25,1990,8,25,6,Saturday,34,1990-08,3,19900825,199008,19900825
1990-08-26,1990,8,26,0,Sunday,34,1990-08,3,19900826,199008,19900826
1990-08-27,1990,8,27,1,Monday,35,1990-08,3,19900827,199008,19900827
1990-08-28,1990,8,28,2,Tuesday,35,1990-08,3,19900828,199008,19900828
1990-08-29,1990,8,29,3,Wednesday,35,1990-08,3,19900829,199008,19900829
1990-08-30,1990,8,30,4,Thursday,35,1990-08,3,19900830,199008,19900830
1990-08-31,1990,8,31,5,Friday,35,1990-08,3,19900831,199008,19900831
1990-09-01,1990,9,1,6,Saturday,35,1990-09,3,19900901,199009,19900901
1990-09-02,1990,9,2,0,Sunday,35,1990-09,3,19900902,199009,19900902
1990-09-03,1990,9,3,1,Monday,36,1990-09,3,19900903,199009,19900903
1990-09-04,1990,9,4,2,Tuesday,36,1990-09,3,19900904,199009,19900904
1990-09-05,1990,9,5,3,Wednesday,36,1990-09,3,19900905,199009,19900905
1990-09-06,1990,9,6,4,Thursday,36,1990-09,3,19900906,199009,19900906
1990-09-07,1990,9,7,5,Friday,36,1990-09,3,19900907,199009,19900907
1990-09-08,1990,9,8,6,Saturday,36,1990-09,3,19900908,199009,19900908
1990-09-09,1990,9,9,0,Sunday,36,1990-09,3,19900909,199009,19900909
1990-09-10,1990,9,10,1,Monday,37,1990-09,3,19900910,199009,19900910
1990-09-11,1990,9,11,2,Tuesday,37,1990-09,3,19900911,199009,19900911
1990-09-12,1990,9,12,3,Wednesday,37,1990-09,3,19900912,199009,19900912
1990-09-13,1990,9,13,4,Thursday,37,1990-09,3,19900913,199009,19900913
1990-09-14,1990,9,14,5,Friday,37,1990-09,3,19900914,199009,19900914
1990-09-15,1990,9,15,6,Saturday,37,1990-09,3,19900915,199009,19900915
1990-09-16,1990,9,16,0,Sunday,37,1990-09,3,19900916,199009,19900916
1990-09-17,1990,9,17,1,Monday,38,1990-09,3,19900917,199009,19900917
1990-09-18,1990,9,18,2,Tuesday,38,1990-09,3,19900918,199009,19900918
1990-09-19,1990,9,19,3,Wednesday,38,1990-09,3,19900919,199009,19900919
1990-09-20,1990,9,20,4,Thursday,38,1990-09,3,19900920,199009,19900920
1990-09-21,1990,9,21,5,Friday,38,1990-09,3,19900921,199009,19900921
1990-09-22,1990,9,22,6,Saturday,38,1990-09,3,19900922,199009,19900922
1990-09-23,1990,9,23,0,Sunday,38,1990-09,3,19900923,199009,19900923
1990-09-24,1990,9,24,1,Monday,39,1990-09,3,19900924,199009,19900924
1990-09-25,1990,9,25,2,Tuesday,39,1990-09,3,19900925,199009,19900925
1990-09-26,1990,9,26,3,Wednesday,39,1990-09,3,19900926,199009,19900926
1990-09-27,1990,9,27,4,Thursday,39,1990-09,3,19900927,199009,19900927
1990-09-28,1990,9,28,5,Friday,39,1990-09,3,19900928,199009,19900928
1990-09-29,1990,9,29,6,Saturday,39,1990-09,3,19900929,199009,19900929
1990-09-30,1990,9,30,0,Sunday,39,1990-09,3,19900930,199009,19900930
1990-10-01,1990,10,1,1,Monday,40,1990-10,4,19901001,199010,19901001
1990-10-02,1990,10,2,2,Tuesday,40,1990-10,4,19901002,199010,19901002
1990-10-03,1990,10,3,3,Wednesday,40,1990-10,4,19901003,199010,19901003
1990-10-04,1990,10,4,4,Thursday,40,1990-10,4,19901004,199010,19901004
1990-10-05,1990,10,5,5,Friday,40,1990-10,4,19901005,199010,19901005
1990-10-06,1990,10,6,6,Saturday,40,1990-10,4,19901006,199010,19901006
1990-10-07,1990,10,7,0,Sunday,40,1990-10,4,19901007,199010,19901007
1990-10-08,1990,10,8,1,Monday,41,1990-10,4,19901008,199010,19901008
1990-10-09,1990,10,9,2,Tuesday,41,1990-10,4,19901009,199010,19901009
1990-10-10,1990,10,10,3,Wednesday,41,1990-10,4,19901010,199010,19901010
1990-10-11,1990,10,11,4,Thursday,41,1990-10,4,19901011,199010,19901011
1990-10-12,1990,10,12,5,Friday,41,1990-10,4,19901012,199010,19901012
1990-10-13,1990,10,13,6,Saturday,41,1990-10,4,19901013,199010,19901013
1990-10-14,1990,10,14,0,Sunday,41,1990-10,4,19901014,199010,19901014
1990-10-15,1990,10,15,1,Monday,42,1990-10,4,19901015,199010,19901015
1990-10-16,1990,10,16,2,Tuesday,42,1990-10,4,19901016,199010,19901016
1990-10-17,1990,10,17,3,Wednesday,42,1990-10,4,19901017,199010,19901017
1990-10-18,1990,10,18,4,Thursday,42,1990-10,4,19901018,199010,19901018
1990-10-19,1990,10,19,5,Friday,42,1990-10,4,19901019,199010,19901019
1990-10-20,1990,10,20,6,Saturday,42,1990-10,4,19901020,199010,19901020
1990-10-21,1990,10,21,0,Sunday,42,1990-10,4,19901021,199010,19901021
1990-10-22,1990,10,22,1,Monday,43,1990-10,4,19901022,199010,19901022
1990-10-23,1990,10,23,2,Tuesday,43,1990-10,4,19901023,199010,19901023
1990-10-24,1990,10,24,3,Wednesday,43,1990-10,4,19901024,199010,19901024
1990-10-25,1990,10,25,4,Thursday,43,1990-10,4,19901025,199010,19901025
1990-10-26,1990,10,26,5,Friday,43,1990-10,4,19901026,199010,19901026
1990-10-27,1990,10,27,6,Saturday,43,1990-10,4,19901027,199010,19901027
1990-10-28,1990,10,28,0,Sunday,43,1990-10,4,19901028,199010,19901028
1990-10-29,1990,10,29,1,Monday,44,1990-10,4,19901029,199010,19901029
1990-10-30,1990,10,30,2,Tuesday,44,1990-10,4,19901030,199010,19901030
1990-10-31,1990,10,31,3,Wednesday,44,1990-10,4,19901031,199010,19901031
1990-11-01,1990,11,1,4,Thursday,44,1990-11,4,19901101,199011,19901101
1990-11-02,1990,11,2,5,Friday,44,1990-11,4,19901102,199011,19901102
1990-11-03,1990,11,3,6,Saturday,44,1990-11,4,19901103,199011,19901103
1990-11-04,1990,11,4,0,Sunday,44,1990-11,4,19901104,199011,19901104
1990-11-05,1990,11,5,1,Monday,45,1990-11,4,19901105,199011,19901105
1990-11-06,1990,11,6,2,Tuesday,45,1990-11,4,19901106,199011,19901106
1990-11-07,1990,11,7,3,Wednesday,45,1990-11,4,19901107,199011,19901107
1990-11-08,1990,11,8,4,Thursday,45,1990-11,4,19901108,199011,19901108
1990-11-09,1990,11,9,5,Friday,45,1990-11,4,19901109,199011,19901109
1991-01-27,1991,1,27,0,Sunday,4,1991-01,1,19910127,199101,19910127
1990-11-10,1990,11,10,6,Saturday,45,1990-11,4,19901110,199011,19901110
1990-11-11,1990,11,11,0,Sunday,45,1990-11,4,19901111,199011,19901111
1990-11-12,1990,11,12,1,Monday,46,1990-11,4,19901112,199011,19901112
1990-11-13,1990,11,13,2,Tuesday,46,1990-11,4,19901113,199011,19901113
1990-11-14,1990,11,14,3,Wednesday,46,1990-11,4,19901114,199011,19901114
1990-11-15,1990,11,15,4,Thursday,46,1990-11,4,19901115,199011,19901115
1990-11-16,1990,11,16,5,Friday,46,1990-11,4,19901116,199011,19901116
1990-11-17,1990,11,17,6,Saturday,46,1990-11,4,19901117,199011,19901117
1990-11-18,1990,11,18,0,Sunday,46,1990-11,4,19901118,199011,19901118
1990-11-19,1990,11,19,1,Monday,47,1990-11,4,19901119,199011,19901119
1990-11-20,1990,11,20,2,Tuesday,47,1990-11,4,19901120,199011,19901120
1990-11-21,1990,11,21,3,Wednesday,47,1990-11,4,19901121,199011,19901121
1990-11-22,1990,11,22,4,Thursday,47,1990-11,4,19901122,199011,19901122
1990-11-23,1990,11,23,5,Friday,47,1990-11,4,19901123,199011,19901123
1990-11-24,1990,11,24,6,Saturday,47,1990-11,4,19901124,199011,19901124
1990-11-25,1990,11,25,0,Sunday,47,1990-11,4,19901125,199011,19901125
1990-11-26,1990,11,26,1,Monday,48,1990-11,4,19901126,199011,19901126
1990-11-27,1990,11,27,2,Tuesday,48,1990-11,4,19901127,199011,19901127
1990-11-28,1990,11,28,3,Wednesday,48,1990-11,4,19901128,199011,19901128
1990-11-29,1990,11,29,4,Thursday,48,1990-11,4,19901129,199011,19901129
1990-11-30,1990,11,30,5,Friday,48,1990-11,4,19901130,199011,19901130
1990-12-01,1990,12,1,6,Saturday,48,1990-12,4,19901201,199012,19901201
1990-12-02,1990,12,2,0,Sunday,48,1990-12,4,19901202,199012,19901202
1990-12-03,1990,12,3,1,Monday,49,1990-12,4,19901203,199012,19901203
1990-12-04,1990,12,4,2,Tuesday,49,1990-12,4,19901204,199012,19901204
